Topic,Count,Name,Representation,Representative_Docs
21,19,21_track_inequalities_educational_emotional,"['track', 'inequalities', 'educational', 'emotional', 'german']","[""this paper explores inequalities in adolescents' social, emotional, and behavioral skills. we examine whether skills vary by gender, parental education, immigrant background, school track—and their intersections. in two samples of german adolescents (age 14–20y; n = 3162), we fielded the behavioral, emotional, and self-regulatory skills inventory (bessi), enabling a fine-grained assessment of 32 skill facets from five domains. analyses revealed skill advantages for youth whose parents completed academic education and youth without immigrant background across most skills. gender and school track had more varied effects mostly in favor of girls and adolescents attending academic tracks. inequalities tended to be most pronounced for innovation skills. intersectional analyses suggested that skill inequalities across intersectional strata (i.e., combinations of social categories) arose primarily from main effects of social categories, rather than intersectional interactions. we conclude that inequalities in seb skills are small but systematic and unfold primarily as main effects. educational relevance and implications: our research explored whether adolescents differ in their levels of social, emotional, and behavioral (seb) skills depending on their gender, immigrant background, parents' education, and school track. we found that parents' education and immigrant background were the factors generating most consistent inequalities in seb skills, with skill advantages for adolescents whose parents completed academic education and autochthonous adolescents across all skill domains and most skill facets, especially in innovation skills (e.g., information processing, creative skill, abstract thinking skill). gender differences and, to a lesser extent, differences by school track were also present but more varied in terms of which subgroup showed skill advantages: on most skills, girls showed skill advantages over boys (with the exception of emotional resilience), as did and adolescents attending an academic school track over those attending a vocational track. we further established that inequalities in seb skills mainly arise from the simple effects of the social categories, rather than through complex interactions among their intersections. our findings constitute a step towards helping educators, policymakers, and researchers identify groups of adolescents who are at a heightened need of support in developing seb skills. this may help in developing targeted interventions and policies aimed at fostering equitable development of seb skills in the future. addressing these inequalities is essential for reducing educational gaps and enhancing the academic success and wellbeing of all students."", ""this paper explores inequalities in adolescents' social, emotional, and behavioral skills. we examine whether skills vary by gender, parental education, immigrant background, school track—and their intersections. in two samples of german adolescents (age 14–20y; n = 3162), we fielded the behavioral, emotional, and self-regulatory skills inventory (bessi), enabling a fine-grained assessment of 32 skill facets from five domains. analyses revealed skill advantages for youth whose parents completed academic education and youth without immigrant background across most skills. gender and school track had more varied effects mostly in favor of girls and adolescents attending academic tracks. inequalities tended to be most pronounced for innovation skills. intersectional analyses suggested that skill inequalities across intersectional strata (i.e., combinations of social categories) arose primarily from main effects of social categories, rather than intersectional interactions. we conclude that inequalities in seb skills are small but systematic and unfold primarily as main effects. educational relevance and implications: our research explored whether adolescents differ in their levels of social, emotional, and behavioral (seb) skills depending on their gender, immigrant background, parents' education, and school track. we found that parents' education and immigrant background were the factors generating most consistent inequalities in seb skills, with skill advantages for adolescents whose parents completed academic education and autochthonous adolescents across all skill domains and most skill facets, especially in innovation skills (e.g., information processing, creative skill, abstract thinking skill). gender differences and, to a lesser extent, differences by school track were also present but more varied in terms of which subgroup showed skill advantages: on most skills, girls showed skill advantages over boys (with the exception of emotional resilience), as did and adolescents attending an academic school track over those attending a vocational track. we further established that inequalities in seb skills mainly arise from the simple effects of the social categories, rather than through complex interactions among their intersections. our findings constitute a step towards helping educators, policymakers, and researchers identify groups of adolescents who are at a heightened need of support in developing seb skills. this may help in developing targeted interventions and policies aimed at fostering equitable development of seb skills in the future. addressing these inequalities is essential for reducing educational gaps and enhancing the academic success and wellbeing of all students."", ""this paper explores inequalities in adolescents' social, emotional, and behavioral skills. we examine whether skills vary by gender, parental education, immigrant background, school track—and their intersections. in two samples of german adolescents (age 14–20y; n = 3162), we fielded the behavioral, emotional, and self-regulatory skills inventory (bessi), enabling a fine-grained assessment of 32 skill facets from five domains. analyses revealed skill advantages for youth whose parents completed academic education and youth without immigrant background across most skills. gender and school track had more varied effects mostly in favor of girls and adolescents attending academic tracks. inequalities tended to be most pronounced for innovation skills. intersectional analyses suggested that skill inequalities across intersectional strata (i.e., combinations of social categories) arose primarily from main effects of social categories, rather than intersectional interactions. we conclude that inequalities in seb skills are small but systematic and unfold primarily as main effects. educational relevance and implications: our research explored whether adolescents differ in their levels of social, emotional, and behavioral (seb) skills depending on their gender, immigrant background, parents' education, and school track. we found that parents' education and immigrant background were the factors generating most consistent inequalities in seb skills, with skill advantages for adolescents whose parents completed academic education and autochthonous adolescents across all skill domains and most skill facets, especially in innovation skills (e.g., information processing, creative skill, abstract thinking skill). gender differences and, to a lesser extent, differences by school track were also present but more varied in terms of which subgroup showed skill advantages: on most skills, girls showed skill advantages over boys (with the exception of emotional resilience), as did and adolescents attending an academic school track over those attending a vocational track. we further established that inequalities in seb skills mainly arise from the simple effects of the social categories, rather than through complex interactions among their intersections. our findings constitute a step towards helping educators, policymakers, and researchers identify groups of adolescents who are at a heightened need of support in developing seb skills. this may help in developing targeted interventions and policies aimed at fostering equitable development of seb skills in the future. addressing these inequalities is essential for reducing educational gaps and enhancing the academic success and wellbeing of all students.""]"
22,18,22_variables_attitudes_german_regional,"['variables', 'attitudes', 'german', 'regional', 'democracies']","[""when democracy is under attack, the hope is often that citizens will punish undemocratic incumbents. however, recent studies show that not all citizens punish governments for their undemocratic actions. in this article, we argue that citizens' understanding of and satisfaction with democracy are sources of heterogeneous reactions. in a survey experiment conducted in germany and poland, we show that the importance that citizens attach to specific institutions under threat, as well as their understanding of democracy, can explain much of the variance in citizens' responses to undemocratic actions. citizens are willing to defend what they consider important for democracy - regardless of whether this reflects theoretical conceptions of democracy. moreover, in times of democratic backsliding, polish 'critical citizens', those who are dissatisfied with the way democracy works in poland, are more likely to punish governments for undemocratic actions. our findings help us understand how to increase citizens' resilience against democratic backsliding."", 'elected leaders increasingly undermine liberal democratic institutions with the support of their voters, openly challenging liberal democratic institutions in election campaigns. however, political scientists thus far have lacked the theoretical and empirical tools to study the role of elections in democratic backsliding. this article theorizes the degree to which democracy in general and liberal democracy more specifically can and should be conceptualized as valence and positional issues in multiparty electoral competitions of established liberal democracies. by investigating how german citizens and parties of the postwar period spoke about democracy per se and liberal democracy in their regional and national election manifestos, this article shows that democracy per se and liberal democracy, in particular, have been issues of different qualities in german postwar elections. while parties have used references to democracy in general as a mixed issue, showing both signs of valence and positional issues, parties’ emphasis on liberal democracy is shaped by a positional logic. social and direct democracy have also been positional issues. studying democracy and its various conceptions as electoral issues will help us address many important questions concerning the stability of democracies, shifting researchers’ focus to the competition of parties over citizens’ support for reforms that undermine or stabilize liberal democracy.', 'elected leaders increasingly undermine liberal democratic institutions with the support of their voters, openly challenging liberal democratic institutions in election campaigns. however, political scientists thus far have lacked the theoretical and empirical tools to study the role of elections in democratic backsliding. this article theorizes the degree to which democracy in general and liberal democracy more specifically can and should be conceptualized as valence and positional issues in multiparty electoral competitions of established liberal democracies. by investigating how german citizens and parties of the postwar period spoke about democracy per se and liberal democracy in their regional and national election manifestos, this article shows that democracy per se and liberal democracy, in particular, have been issues of different qualities in german postwar elections. while parties have used references to democracy in general as a mixed issue, showing both signs of valence and positional issues, parties’ emphasis on liberal democracy is shaped by a positional logic. social and direct democracy have also been positional issues. studying democracy and its various conceptions as electoral issues will help us address many important questions concerning the stability of democracies, shifting researchers’ focus to the competition of parties over citizens’ support for reforms that undermine or stabilize liberal democracy.']"
23,17,23_germany_younger_interplay_household,"['germany', 'younger', 'interplay', 'household', 'attitudes']","['this article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban germany and urban india. in particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in germany and india: what are the nuanced ways of conceptualizing changing gender roles in marriage and in family in germany and india? bringing together a robust understanding of the theoretical frameworks of intersectionality and of mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of intersectional im/mobilities to explore changing gender roles in family and marriage in germany and india. we particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) women’s employment and impact on family life/work–life balance; and (2) changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.', 'this article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban germany and urban india. in particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in germany and india: what are the nuanced ways of conceptualizing changing gender roles in marriage and in family in germany and india? bringing together a robust understanding of the theoretical frameworks of intersectionality and of mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of intersectional im/mobilities to explore changing gender roles in family and marriage in germany and india. we particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) women’s employment and impact on family life/work–life balance; and (2) changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.', 'this article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban germany and urban india. in particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in germany and india: what are the nuanced ways of conceptualizing changing gender roles in marriage and in family in germany and india? bringing together a robust understanding of the theoretical frameworks of intersectionality and of mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of intersectional im/mobilities to explore changing gender roles in family and marriage in germany and india. we particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) women’s employment and impact on family life/work–life balance; and (2) changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.']"
24,17,24_bias_gender_speech_detection,"['bias', 'gender', 'speech', 'detection', 'sheds light']","['hate speech detection systems may exhibit discriminatory behaviours. research in this field has focused primarily on issues of discrimination toward the language use of minoritised communities and non-white aligned english. the interrelated issues of bias, model robustness, and disproportionate harms are weakly addressed by recent evaluation approaches, which capture them only implicitly. in this paper, we recruit a multidisciplinary group of experts to bring closer this divide between fairness and trustworthy model evaluation. specifically, we encourage the experts to discuss not only the technical, but the social, ethical, and legal aspects of this timely issue. the discussion sheds light on critical bias facets that require careful considerations when deploying hate speech detection systems in society. crucially, they bring clarity to different approaches for assessing, becoming aware of bias from a broader perspective, and offer valuable recommendations for future research in this field.', 'hate speech detection systems may exhibit discriminatory behaviours. research in this field has focused primarily on issues of discrimination toward the language use of minoritised communities and non-white aligned english. the interrelated issues of bias, model robustness, and disproportionate harms are weakly addressed by recent evaluation approaches, which capture them only implicitly. in this paper, we recruit a multidisciplinary group of experts to bring closer this divide between fairness and trustworthy model evaluation. specifically, we encourage the experts to discuss not only the technical, but the social, ethical, and legal aspects of this timely issue. the discussion sheds light on critical bias facets that require careful considerations when deploying hate speech detection systems in society. crucially, they bring clarity to different approaches for assessing, becoming aware of bias from a broader perspective, and offer valuable recommendations for future research in this field.', 'hate speech detection systems may exhibit discriminatory behaviours. research in this field has focused primarily on issues of discrimination toward the language use of minoritised communities and non-white aligned english. the interrelated issues of bias, model robustness, and disproportionate harms are weakly addressed by recent evaluation approaches, which capture them only implicitly. in this paper, we recruit a multidisciplinary group of experts to bring closer this divide between fairness and trustworthy model evaluation. specifically, we encourage the experts to discuss not only the technical, but the social, ethical, and legal aspects of this timely issue. the discussion sheds light on critical bias facets that require careful considerations when deploying hate speech detection systems in society. crucially, they bring clarity to different approaches for assessing, becoming aware of bias from a broader perspective, and offer valuable recommendations for future research in this field.']"
25,16,25_comparability_instruments_projects_german,"['comparability', 'instruments', 'projects', 'german', 'ex ante']","['the chapter covers comparability issues that occur in many ex post harmonization projects and potential remedies. specifically, the issue of combining data on the same latent concept measured with different survey measurement instruments is explored. examples are measures for attitudes, values, emotions, motives, and the like, which often differ in their specific question wording or their response format. the chapter lays out the fundamental challenge of combining such source data with the aim of forming a homogenous and harmonized dataset. we propose that comparability issues and their respective remedies are best categorized into three broad issues. first, do different measurement instruments measure the same concept? this is a central consideration before pooling data from different sources. second, do the measurement instruments have similar levels of reliability? different question wording or response formats might also differ in how vulnerable they are to random response errors. third, do the instruments have similar units of measurement? if we combine data from different sources into a single variable, we need to ensure that each numerical value represents a comparable concept expression (e.g. the same level of agreement), regardless of the source instrument that the data point was gathered with. for each issue, we cover a range of possible assessment methods as well as potential remedies that mitigate comparability issues. most of the issues raised in the chapter are applicable to national and international survey data. however, harmonizing cross-cultural data adds another layer of complexity that is discussed at the end of the chapter.', 'an increasing number of research projects and infrastructure services involve pooling data across different survey programs. creating a homogenous integrated dataset from heterogeneous source data is the domain of ex-post harmonization. the harmonization process involves various considerations. however, chief among them is whether two survey measurement instruments have captured the same concept. this issue of conceptual comparability is a fundamental precondition for pooling different source variables to form a harmonized target variable. our paper explores this issue with a mixed-methods approach. on the one hand, we use psychometric latent variable modeling by presenting several single-item wordings for social trust to respondents and then performing factor analytic procedures. on the other hand, we complement and contrast these quantitative findings with qualitative findings gained with an open-ended web probe. the combined approach gave valuable insights into the conceptual comparability of the eleven social-trust-related single-item wordings. for example, we find that negative, distrust-related wordings and positive, trust-related wordings should not be pooled into an integrated variable. however, the paper will also illustrate and discuss why it is easier to disprove conceptual comparability than fully prove it.', 'an increasing number of research projects and infrastructure services involve pooling data across different survey programs. creating a homogenous integrated dataset from heterogeneous source data is the domain of ex-post harmonization. the harmonization process involves various considerations. however, chief among them is whether two survey measurement instruments have captured the same concept. this issue of conceptual comparability is a fundamental precondition for pooling different source variables to form a harmonized target variable. our paper explores this issue with a mixed-methods approach. on the one hand, we use psychometric latent variable modeling by presenting several single-item wordings for social trust to respondents and then performing factor analytic procedures. on the other hand, we complement and contrast these quantitative findings with qualitative findings gained with an open-ended web probe. the combined approach gave valuable insights into the conceptual comparability of the eleven social-trust-related single-item wordings. for example, we find that negative, distrust-related wordings and positive, trust-related wordings should not be pooled into an integrated variable. however, the paper will also illustrate and discuss why it is easier to disprove conceptual comparability than fully prove it.']"
26,15,26_psychometric_diversity_factorial_german language,"['psychometric', 'diversity', 'factorial', 'german language', 'age']","[""the five-dimensional curiosity-scale revised (5dcr) by kashdan et al. (2020) is the most comprehensive curiosity inventory available to date. 5dcr measures six facets of curiosity with four items each. here, we present a german-language adaptation of the 5dcr and comprehensively validate this adaptation in a diverse sample of adults from germany (n = 486). moreover, we provide new evidence on the original english-language 5dcr in a parallel sample from the uk (n = 483). in both countries, we investigate the six facets' reliability, factorial validity, and convergent and discriminant validity with a large set of individual-differences constructs. in addition, we analyze the measurement invariance of the curiosity facets across the uk and germany and across socio-demographic subgroups defined by age, sex, and education. findings demonstrate that the new german-language adaptation of 5dcr and its english-language source version show psychometric properties similar to the original studies by kashdan et al. (2020) in the united states. all six curiosity facets reach at least partial scalar invariance across cultures, sex, education, and mostly also across age groups. the findings support the six-faceted theory of curiosity and show that 5dcr allows for a valid assessment of curiosity across cultures."", ""the five-dimensional curiosity-scale revised (5dcr) by kashdan et al. (2020) is the most comprehensive curiosity inventory available to date. 5dcr measures six facets of curiosity with four items each. here, we present a german-language adaptation of the 5dcr and comprehensively validate this adaptation in a diverse sample of adults from germany (n = 486). moreover, we provide new evidence on the original english-language 5dcr in a parallel sample from the uk (n = 483). in both countries, we investigate the six facets' reliability, factorial validity, and convergent and discriminant validity with a large set of individual-differences constructs. in addition, we analyze the measurement invariance of the curiosity facets across the uk and germany and across socio-demographic subgroups defined by age, sex, and education. findings demonstrate that the new german-language adaptation of 5dcr and its english-language source version show psychometric properties similar to the original studies by kashdan et al. (2020) in the united states. all six curiosity facets reach at least partial scalar invariance across cultures, sex, education, and mostly also across age groups. the findings support the six-faceted theory of curiosity and show that 5dcr allows for a valid assessment of curiosity across cultures."", ""the five-dimensional curiosity-scale revised (5dcr) by kashdan et al. (2020) is the most comprehensive curiosity inventory available to date. 5dcr measures six facets of curiosity with four items each. here, we present a german-language adaptation of the 5dcr and comprehensively validate this adaptation in a diverse sample of adults from germany (n = 486). moreover, we provide new evidence on the original english-language 5dcr in a parallel sample from the uk (n = 483). in both countries, we investigate the six facets' reliability, factorial validity, and convergent and discriminant validity with a large set of individual-differences constructs. in addition, we analyze the measurement invariance of the curiosity facets across the uk and germany and across socio-demographic subgroups defined by age, sex, and education. findings demonstrate that the new german-language adaptation of 5dcr and its english-language source version show psychometric properties similar to the original studies by kashdan et al. (2020) in the united states. all six curiosity facets reach at least partial scalar invariance across cultures, sex, education, and mostly also across age groups. the findings support the six-faceted theory of curiosity and show that 5dcr allows for a valid assessment of curiosity across cultures.""]"
27,15,27_gender_performance_mining_debates,"['gender', 'performance', 'mining', 'debates', 'computer science']","[""as the order of sentences can impact the meaning of texts, transformer models and recurrent neural networks (rnn) also consider the order of the tokens. however, this feature can negatively affect the classification of social media accounts, as users might share messages on entirely different topics in consecutive order. in this study, we explore how to enhance the performance of models that take into account word order for various author profiling tasks on social media. we first draw attention to the transformer models’ input limit and propose a message selection method that also reduces noise caused by irrelevant messages. in addition, we show that arbitrarily concatenating messages can be problematic. therefore, we propose creating multiple variants of data by shuffling messages, classifying each variant separately, and then aggregating the predictions. in our comprehensive experiments, we focus on age, gender, occupation, and bot detection tasks. we show that the proposed content selection and shuffling-based methods lead to slight improvements in the transformer model's performance for age and gender detection tasks. however, our approach yields noticeable performance increases for bilstm model. additionally, we observe that the shuffling method serves as an effective means to augment training data, further enhancing models’ performance. moreover, our shuffling-based approach enhances the models’ resistance to adversarial attacks in gender and occupation detection tasks without compromising their performance in age detection."", 'expressing opinions and interacting with others on the web has led to the production of an abundance of online discourse data, such as claims and viewpoints on controversial topics, their sources and contexts (events, entities). this data constitutes a valuable source of insights for studies into misinformation spread, bias reinforcement, echo chambers or political agenda setting. computational methods, mostly from the field of nlp, have emerged that tackle a wide range of tasks in this context, including argument and opinion mining, claim detection, checkworthiness detection, stance detection or fact verification. however, computational models require robust definitions of classes and concepts under investigation. thus, these computational tasks require a strong interdisciplinary and epistemological foundation, specifically with respect to the underlying definitions of key concepts such as claims, arguments, stances, check-worthiness or veracity. this requires a highly interdisciplinary approach combining expertise from fields such as communication studies, computational linguistics and computer science. as opposed to facts, claims are inherently more complex. their interpretation strongly depends on the context and a variety of intentional or unintended meanings, where terminology and conceptual understandings strongly diverge across communities. from a computational perspective, in order to address this complexity, the synergy of multiple approaches, coming both from symbolic (knowledge representation) and statistical ai seem to be promising to tackle such challenges. this workshop aims at strengthening the relations between these communities, providing a forum for shared works on the modeling, extraction and analysis of discourse on the web. it will address the need for a shared understanding and structured knowledge about discourse data in order to enable machine-interpretation, discoverability and reuse, in support of scientific or journalistic studies into the analysis of societal debates on the web. beyond research into information and knowledge extraction, data consolidation and modeling for knowledge graphs building, the workshop targets communities focusing on the analysis of online discourse, relying on methods from machine learning, natural language processing, large language models and web data mining.', 'expressing opinions and interacting with others on the web has led to the production of an abundance of online discourse data, such as claims and viewpoints on controversial topics, their sources and contexts (events, entities). this data constitutes a valuable source of insights for studies into misinformation spread, bias reinforcement, echo chambers or political agenda setting. computational methods, mostly from the field of nlp, have emerged that tackle a wide range of tasks in this context, including argument and opinion mining, claim detection, checkworthiness detection, stance detection or fact verification. however, computational models require robust definitions of classes and concepts under investigation. thus, these computational tasks require a strong interdisciplinary and epistemological foundation, specifically with respect to the underlying definitions of key concepts such as claims, arguments, stances, check-worthiness or veracity. this requires a highly interdisciplinary approach combining expertise from fields such as communication studies, computational linguistics and computer science. as opposed to facts, claims are inherently more complex. their interpretation strongly depends on the context and a variety of intentional or unintended meanings, where terminology and conceptual understandings strongly diverge across communities. from a computational perspective, in order to address this complexity, the synergy of multiple approaches, coming both from symbolic (knowledge representation) and statistical ai seem to be promising to tackle such challenges. this workshop aims at strengthening the relations between these communities, providing a forum for shared works on the modeling, extraction and analysis of discourse on the web. it will address the need for a shared understanding and structured knowledge about discourse data in order to enable machine-interpretation, discoverability and reuse, in support of scientific or journalistic studies into the analysis of societal debates on the web. beyond research into information and knowledge extraction, data consolidation and modeling for knowledge graphs building, the workshop targets communities focusing on the analysis of online discourse, relying on methods from machine learning, natural language processing, large language models and web data mining.']"
28,15,28_gender_contextual_market_lead,"['gender', 'contextual', 'market', 'lead', 'employment']","['the aim of the article is to discuss how thinking about gender-based violence intersectionally and in context can not only enrich our understanding but also lead to transformative change in organizations. the article argues that to better understand gender-based violence in universities and research institutions, analyses need to be intersectional and contextual. such approaches go beyond binary understandings of gender and narrow legalistic definitions of gender-based violence. the article reflects on how to operationalize this to derive starting points for intersectional categories to consider and contextual factors to measure at micro-, meso-, and macro-levels. it concludes that a multilevel intersectional analysis leads to more nuanced knowledge on experiences of gender-based violence and is, therefore, better equipped to inform the development of measures to eradicate the problem in an inclusive way.', 'the aim of the article is to discuss how thinking about gender-based violence intersectionally and in context can not only enrich our understanding but also lead to transformative change in organizations. the article argues that to better understand gender-based violence in universities and research institutions, analyses need to be intersectional and contextual. such approaches go beyond binary understandings of gender and narrow legalistic definitions of gender-based violence. the article reflects on how to operationalize this to derive starting points for intersectional categories to consider and contextual factors to measure at micro-, meso-, and macro-levels. it concludes that a multilevel intersectional analysis leads to more nuanced knowledge on experiences of gender-based violence and is, therefore, better equipped to inform the development of measures to eradicate the problem in an inclusive way.', 'the aim of the article is to discuss how thinking about gender-based violence intersectionally and in context can not only enrich our understanding but also lead to transformative change in organizations. the article argues that to better understand gender-based violence in universities and research institutions, analyses need to be intersectional and contextual. such approaches go beyond binary understandings of gender and narrow legalistic definitions of gender-based violence. the article reflects on how to operationalize this to derive starting points for intersectional categories to consider and contextual factors to measure at micro-, meso-, and macro-levels. it concludes that a multilevel intersectional analysis leads to more nuanced knowledge on experiences of gender-based violence and is, therefore, better equipped to inform the development of measures to eradicate the problem in an inclusive way.']"
29,14,29_immigration_media_voting_right wing,"['immigration', 'media', 'voting', 'right wing', 'individual level']","[""exploiting the increased prominence of debates on immigration, right-wing parties often frame and campaign against immigrants as a threat to national societies. research on national identity has shown that these parties are particularly successful among voters with an ethnically charged, exclusionary conception of nation. national identity, however, tends to be rather latent and stable, while far-right voting is much more volatile. explaining a temporal influence of national identity on political behavior, social-psychological theories argue that identities need to be activated to become behaviorally relevant. the main argument of this article is that the presence of immigration-related news in the mass media can serve as such a situational factor for thinking about the nation and thus increase its salience for electoral behavior. combining individual-level panel data from the german longitudinal election study's short-term campaign panel (gles, 2019) with a measure of media salience of immigration-related news in news articles, this study is the first to examine whether national identity can be activated for political behavior through the salience of immigration-related issues in the mass media using panel data."", ""exploiting the increased prominence of debates on immigration, right-wing parties often frame and campaign against immigrants as a threat to national societies. research on national identity has shown that these parties are particularly successful among voters with an ethnically charged, exclusionary conception of nation. national identity, however, tends to be rather latent and stable, while far-right voting is much more volatile. explaining a temporal influence of national identity on political behavior, social-psychological theories argue that identities need to be activated to become behaviorally relevant. the main argument of this article is that the presence of immigration-related news in the mass media can serve as such a situational factor for thinking about the nation and thus increase its salience for electoral behavior. combining individual-level panel data from the german longitudinal election study's short-term campaign panel (gles, 2019) with a measure of media salience of immigration-related news in news articles, this study is the first to examine whether national identity can be activated for political behavior through the salience of immigration-related issues in the mass media using panel data."", ""exploiting the increased prominence of debates on immigration, right-wing parties often frame and campaign against immigrants as a threat to national societies. research on national identity has shown that these parties are particularly successful among voters with an ethnically charged, exclusionary conception of nation. national identity, however, tends to be rather latent and stable, while far-right voting is much more volatile. explaining a temporal influence of national identity on political behavior, social-psychological theories argue that identities need to be activated to become behaviorally relevant. the main argument of this article is that the presence of immigration-related news in the mass media can serve as such a situational factor for thinking about the nation and thus increase its salience for electoral behavior. combining individual-level panel data from the german longitudinal election study's short-term campaign panel (gles, 2019) with a measure of media salience of immigration-related news in news articles, this study is the first to examine whether national identity can be activated for political behavior through the salience of immigration-related issues in the mass media using panel data.""]"
30,14,30_sampling_mixed mode_self administered_costs,"['sampling', 'mixed mode', 'self administered', 'costs', 'germany']","['due to rising costs and declining response rates, surveys are increasingly moving from face-to-face interviewing to a self-administered mixed-mode design. mixed-mode surveys can be conducted using a concurrent or a sequential design. a sequential design in which the web mode is offered first is a common strategy for mixed-mode surveys as it reduces survey costs. however, when deciding which mode choice sequence to use, sample balance should also be considered. one approach to achieving a balanced sample might be to tailor the sequence of the choice of modes, or the mode choice sequence. for this purpose, we use an indicator that assigns the sampled persons to the different mode choice sequences to minimize the variability of response probabilities. in this study, we compare the sample composition achieved with a concurrent and a sequential design. additionally, we investigate whether indicator-based tailoring of the two mode choice sequences can improve sample composition. we implemented a randomized experiment in the 2021 german general social survey (allbus), which surveyed the general population aged 18 and older in private households (n 5,342) using a mixed-mode design (web and mail). in a first step, respondents were randomly assigned to a concurrent or a sequential design. we find that the two mode choice sequences lead to a similar sample composition. next, we identify age as the best available single indicator of the variables known before the survey to tailor the mode choice sequence. our analyses show that a tailored approach based on age improves the sample composition slightly.', 'due to rising costs and declining response rates, surveys are increasingly moving from face-to-face interviewing to a self-administered mixed-mode design. mixed-mode surveys can be conducted using a concurrent or a sequential design. a sequential design in which the web mode is offered first is a common strategy for mixed-mode surveys as it reduces survey costs. however, when deciding which mode choice sequence to use, sample balance should also be considered. one approach to achieving a balanced sample might be to tailor the sequence of the choice of modes, or the mode choice sequence. for this purpose, we use an indicator that assigns the sampled persons to the different mode choice sequences to minimize the variability of response probabilities. in this study, we compare the sample composition achieved with a concurrent and a sequential design. additionally, we investigate whether indicator-based tailoring of the two mode choice sequences can improve sample composition. we implemented a randomized experiment in the 2021 german general social survey (allbus), which surveyed the general population aged 18 and older in private households (n 5,342) using a mixed-mode design (web and mail). in a first step, respondents were randomly assigned to a concurrent or a sequential design. we find that the two mode choice sequences lead to a similar sample composition. next, we identify age as the best available single indicator of the variables known before the survey to tailor the mode choice sequence. our analyses show that a tailored approach based on age improves the sample composition slightly.', 'due to rising costs and declining response rates, surveys are increasingly moving from face-to-face interviewing to a self-administered mixed-mode design. mixed-mode surveys can be conducted using a concurrent or a sequential design. a sequential design in which the web mode is offered first is a common strategy for mixed-mode surveys as it reduces survey costs. however, when deciding which mode choice sequence to use, sample balance should also be considered. one approach to achieving a balanced sample might be to tailor the sequence of the choice of modes, or the mode choice sequence. for this purpose, we use an indicator that assigns the sampled persons to the different mode choice sequences to minimize the variability of response probabilities. in this study, we compare the sample composition achieved with a concurrent and a sequential design. additionally, we investigate whether indicator-based tailoring of the two mode choice sequences can improve sample composition. we implemented a randomized experiment in the 2021 german general social survey (allbus), which surveyed the general population aged 18 and older in private households (n 5,342) using a mixed-mode design (web and mail). in a first step, respondents were randomly assigned to a concurrent or a sequential design. we find that the two mode choice sequences lead to a similar sample composition. next, we identify age as the best available single indicator of the variables known before the survey to tailor the mode choice sequence. our analyses show that a tailored approach based on age improves the sample composition slightly.']"
