Topic,Count,Name,Representation,Representative_Docs
42,13,42_workshop_retrieval_event_natural language processing,"['workshop', 'retrieval', 'event', 'natural language processing', 'digital']","['bibliometric-enhanced information retrieval: 13th international bir workshop (bir 2023) {the 13th iteration of the bibliometric-enhanced information retrieval (bir) workshop series will take place at ecir 2023 as a full-day workshop. bir tackles issues related to, for instance, academic search and recommendation, at the intersection of information retrieval, natural language processing, and bibliometrics. as an interdisciplinary scientific event, bir brings together researchers and practitioners from the scientometrics/bibliometrics community on the one hand, and the information retrieval community on the other hand. bir is an ever-growing topic investigated by both academia and the industry.} {academic search,bibliometrics,digital libraries,information retrieval,scientometrics} {academic search,bibliometrics,digital libraries,information retrieval,scientometrics}', 'the first workshop on scholarly information access (scolia) {the first workshop on scholarly information access (scolia) will take place at ecir 2025 as a half-day workshop. the workshop is building upon and following up on the long series of the bibliometric-enhanced information retrieval (bir) workshops at ecir. scolia addresses research topics related to academic search and recommendation, at the intersection of information retrieval, natural language processing (including generative ai), and bibliometrics. as an interdisciplinary and intersectoral scientific event, addressing an ever-growing topic investigated by both academia and industry, scolia brings together researchers and practitioners from the aforementioned communities. the interactive format fosters engagement of all participants and fruitful discussions. the outcome of the workshop will reflect the current state and identify future research questions.} {academic search,bibliometrics,digital libraries,information access,information retrieval,natural language processing} {academic search,bibliometrics,digital libraries,information access,information retrieval,natural language processing}', 'the first workshop on scholarly information access (scolia) {the first workshop on scholarly information access (scolia) will take place at ecir 2025 as a half-day workshop. the workshop is building upon and following up on the long series of the bibliometric-enhanced information retrieval (bir) workshops at ecir. scolia addresses research topics related to academic search and recommendation, at the intersection of information retrieval, natural language processing (including generative ai), and bibliometrics. as an interdisciplinary and intersectoral scientific event, addressing an ever-growing topic investigated by both academia and industry, scolia brings together researchers and practitioners from the aforementioned communities. the interactive format fosters engagement of all participants and fruitful discussions. the outcome of the workshop will reflect the current state and identify future research questions.} {academic search,bibliometrics,digital libraries,information access,information retrieval,natural language processing} {academic search,bibliometrics,digital libraries,information access,information retrieval,natural language processing}']"
43,12,43_interviewer_mixed mode_concurrent_self administered,"['interviewer', 'mixed mode', 'concurrent', 'self administered', 'rates']","['sequential and concurrent mixed-mode designs: a tailored approach {due to rising costs and declining response rates, surveys are increasingly moving from face-to-face interviewing to a self-administered mixed-mode design. mixed-mode surveys can be conducted using a concurrent or a sequential design. a sequential design in which the web mode is offered first is a common strategy for mixed-mode surveys as it reduces survey costs. however, when deciding which mode choice sequence to use, sample balance should also be considered. one approach to achieving a balanced sample might be to tailor the sequence of the choice of modes, or the mode choice sequence. for this purpose, we use an indicator that assigns the sampled persons to the different mode choice sequences to minimize the variability of response probabilities. in this study, we compare the sample composition achieved with a concurrent and a sequential design. additionally, we investigate whether indicator-based tailoring of the two mode choice sequences can improve sample composition. we implemented a randomized experiment in the 2021 german general social survey (allbus), which surveyed the general population aged 18 and older in private households (n 5,342) using a mixed-mode design (web and mail). in a first step, respondents were randomly assigned to a concurrent or a sequential design. we find that the two mode choice sequences lead to a similar sample composition. next, we identify age as the best available single indicator of the variables known before the survey to tailor the mode choice sequence. our analyses show that a tailored approach based on age improves the sample composition slightly.}', 'sequential and concurrent mixed-mode designs: a tailored approach {due to rising costs and declining response rates, surveys are increasingly moving from face-to-face interviewing to a self-administered mixed-mode design. mixed-mode surveys can be conducted using a concurrent or a sequential design. a sequential design in which the web mode is offered first is a common strategy for mixed-mode surveys as it reduces survey costs. however, when deciding which mode choice sequence to use, sample balance should also be considered. one approach to achieving a balanced sample might be to tailor the sequence of the choice of modes, or the mode choice sequence. for this purpose, we use an indicator that assigns the sampled persons to the different mode choice sequences to minimize the variability of response probabilities. in this study, we compare the sample composition achieved with a concurrent and a sequential design. additionally, we investigate whether indicator-based tailoring of the two mode choice sequences can improve sample composition. we implemented a randomized experiment in the 2021 german general social survey (allbus), which surveyed the general population aged 18 and older in private households (n 5,342) using a mixed-mode design (web and mail). in a first step, respondents were randomly assigned to a concurrent or a sequential design. we find that the two mode choice sequences lead to a similar sample composition. next, we identify age as the best available single indicator of the variables known before the survey to tailor the mode choice sequence. our analyses show that a tailored approach based on age improves the sample composition slightly.}', 'sequential and concurrent mixed-mode designs: a tailored approach {due to rising costs and declining response rates, surveys are increasingly moving from face-to-face interviewing to a self-administered mixed-mode design. mixed-mode surveys can be conducted using a concurrent or a sequential design. a sequential design in which the web mode is offered first is a common strategy for mixed-mode surveys as it reduces survey costs. however, when deciding which mode choice sequence to use, sample balance should also be considered. one approach to achieving a balanced sample might be to tailor the sequence of the choice of modes, or the mode choice sequence. for this purpose, we use an indicator that assigns the sampled persons to the different mode choice sequences to minimize the variability of response probabilities. in this study, we compare the sample composition achieved with a concurrent and a sequential design. additionally, we investigate whether indicator-based tailoring of the two mode choice sequences can improve sample composition. we implemented a randomized experiment in the 2021 german general social survey (allbus), which surveyed the general population aged 18 and older in private households (n 5,342) using a mixed-mode design (web and mail). in a first step, respondents were randomly assigned to a concurrent or a sequential design. we find that the two mode choice sequences lead to a similar sample composition. next, we identify age as the best available single indicator of the variables known before the survey to tailor the mode choice sequence. our analyses show that a tailored approach based on age improves the sample composition slightly.}']"
44,12,44_exposure_time_computational social science_web tracking,"['exposure', 'time', 'computational social science', 'web tracking', 'registration']","['analysis of web browsing data: a guide {the use of individual-level browsing data, that is, the records of a person’s visits to online content through a desktop or mobile browser, is of increasing importance for social scientists. browsing data have characteristics that raise many questions for statistical analysis, yet to date, little hands-on guidance on how to handle them exists. reviewing extant research, and exploring data sets collected by our four research teams spanning seven countries and several years, with over 14,000 participants and 360 million web visits, we derive recommendations along four steps: preprocessing the raw data; filtering out observations; classifying web visits; and modelling browsing behavior. the recommendations we formulate aim to foster best practices in the field, which so far has paid little attention to justifying the many decisions researchers need to take when analyzing web browsing data.} {computational social science,digital trace data,web browsing data,web tracking data} {computational social science,digital trace data,web browsing data,web tracking data}', 'analysis of web browsing data: a guide {the use of individual-level browsing data, that is, the records of a person’s visits to online content through a desktop or mobile browser, is of increasing importance for social scientists. browsing data have characteristics that raise many questions for statistical analysis, yet to date, little hands-on guidance on how to handle them exists. reviewing extant research, and exploring data sets collected by our four research teams spanning seven countries and several years, with over 14,000 participants and 360 million web visits, we derive recommendations along four steps: preprocessing the raw data; filtering out observations; classifying web visits; and modelling browsing behavior. the recommendations we formulate aim to foster best practices in the field, which so far has paid little attention to justifying the many decisions researchers need to take when analyzing web browsing data.} {computational social science,digital trace data,web browsing data,web tracking data} {computational social science,digital trace data,web browsing data,web tracking data}', 'analysis of web browsing data: a guide {the use of individual-level browsing data, that is, the records of a person’s visits to online content through a desktop or mobile browser, is of increasing importance for social scientists. browsing data have characteristics that raise many questions for statistical analysis, yet to date, little hands-on guidance on how to handle them exists. reviewing extant research, and exploring data sets collected by our four research teams spanning seven countries and several years, with over 14,000 participants and 360 million web visits, we derive recommendations along four steps: preprocessing the raw data; filtering out observations; classifying web visits; and modelling browsing behavior. the recommendations we formulate aim to foster best practices in the field, which so far has paid little attention to justifying the many decisions researchers need to take when analyzing web browsing data.} {computational social science,digital trace data,web browsing data,web tracking data} {computational social science,digital trace data,web browsing data,web tracking data}']"
45,11,45_privacy_media_credibility_ethnic,"['privacy', 'media', 'credibility', 'ethnic', 'perspective']","['improving media trust research through better measurement: an item response theory perspective {while trust in news media has come to the forefront of scholarly and public debate in recent years, academic researchers have raised persistent concern that measurement issues have prevented a better understanding of the concept. this research introduces an item response theory (irt) perspective to advance the state-of-the-art in media trust measurement beyond recent conceptual and analytical progress. i argue that standard survey instruments that concentrate on the perceived believability of news media restrict our capability to measure truly low media trust. furthermore, i suggest an important yet previously unnoticed pathway to overcoming this restriction in a scale by abdulla et al. that captures currency perceptions alongside believability perceptions. using a representative survey conducted in germany, i find robust empirical evidence that capturing currency vs. believability perceptions significantly impacts our ability to accurately measure lower vs. higher levels of media trust. the findings have implications for not only studies of media trust’s associations with antecedent and consequential constructs but any attempt to determine the true amount and divergence of citizens’ media trust. more generally, the results demonstrate how irt aids in putting scholarly debates on the dimensionality and interplay of trust with distrust on more common and fruitful grounds.} {confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research} {confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research}', 'improving media trust research through better measurement: an item response theory perspective {while trust in news media has come to the forefront of scholarly and public debate in recent years, academic researchers have raised persistent concern that measurement issues have prevented a better understanding of the concept. this research introduces an item response theory (irt) perspective to advance the state-of-the-art in media trust measurement beyond recent conceptual and analytical progress. i argue that standard survey instruments that concentrate on the perceived believability of news media restrict our capability to measure truly low media trust. furthermore, i suggest an important yet previously unnoticed pathway to overcoming this restriction in a scale by abdulla et al. that captures currency perceptions alongside believability perceptions. using a representative survey conducted in germany, i find robust empirical evidence that capturing currency vs. believability perceptions significantly impacts our ability to accurately measure lower vs. higher levels of media trust. the findings have implications for not only studies of media trust’s associations with antecedent and consequential constructs but any attempt to determine the true amount and divergence of citizens’ media trust. more generally, the results demonstrate how irt aids in putting scholarly debates on the dimensionality and interplay of trust with distrust on more common and fruitful grounds.} {confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research} {confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research}', 'improving media trust research through better measurement: an item response theory perspective {while trust in news media has come to the forefront of scholarly and public debate in recent years, academic researchers have raised persistent concern that measurement issues have prevented a better understanding of the concept. this research introduces an item response theory (irt) perspective to advance the state-of-the-art in media trust measurement beyond recent conceptual and analytical progress. i argue that standard survey instruments that concentrate on the perceived believability of news media restrict our capability to measure truly low media trust. furthermore, i suggest an important yet previously unnoticed pathway to overcoming this restriction in a scale by abdulla et al. that captures currency perceptions alongside believability perceptions. using a representative survey conducted in germany, i find robust empirical evidence that capturing currency vs. believability perceptions significantly impacts our ability to accurately measure lower vs. higher levels of media trust. the findings have implications for not only studies of media trust’s associations with antecedent and consequential constructs but any attempt to determine the true amount and divergence of citizens’ media trust. more generally, the results demonstrate how irt aids in putting scholarly debates on the dimensionality and interplay of trust with distrust on more common and fruitful grounds.} {confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research} {confirmatory item factor analysis,item response theory,measurement,media trust,news credibility,news media,survey research}']"
46,11,46_language models_training_computer_zero,"['language models', 'training', 'computer', 'zero', 'benchmarks']","['evaluating language models for computer graphics code completion {evaluation benchmarks are essential for developing and training language models, providing both comparison and optimization targets. existing code completion benchmarks, often based on standalone python functions and unit tests, are overly simplistic, contaminated, and fail to reflect real-world scenarios. in this paper we present shadermatch, a novel benchmark for code completion in computer graphics programming. the benchmark is derived from real-world fragment shaders in opengl shading language (glsl) from the shadertoy platform, forming a zero-shot function completion task with 467 function headers and user-written comments as input. besides, we propose a two-step evaluation metric: static code comparison followed by frame rendering comparison. additionally, shadermatch introduces eight fine-grained labels for deeper insights. we evaluate over 20 open-source code-specific models and highlight notable performance outliers. results show that even top models fail to generate working code in 31% of cases, highlighting the challenge posed by glsl, a low-resource language rarely found in pretraining datasets. shadermatch provides a well-annotated, extendable dataset for future research. data, code, leaderboard, and discussions are available at: https://hf.co/spaces/vipitis/shadermatch.} {benchmarking,code completion,fragment shaders,glsl,language models,opengl shading language} {benchmarking,code completion,fragment shaders,glsl,language models,opengl shading language}', 'evaluating language models for computer graphics code completion {evaluation benchmarks are essential for developing and training language models, providing both comparison and optimization targets. existing code completion benchmarks, often based on standalone python functions and unit tests, are overly simplistic, contaminated, and fail to reflect real-world scenarios. in this paper we present shadermatch, a novel benchmark for code completion in computer graphics programming. the benchmark is derived from real-world fragment shaders in opengl shading language (glsl) from the shadertoy platform, forming a zero-shot function completion task with 467 function headers and user-written comments as input. besides, we propose a two-step evaluation metric: static code comparison followed by frame rendering comparison. additionally, shadermatch introduces eight fine-grained labels for deeper insights. we evaluate over 20 open-source code-specific models and highlight notable performance outliers. results show that even top models fail to generate working code in 31% of cases, highlighting the challenge posed by glsl, a low-resource language rarely found in pretraining datasets. shadermatch provides a well-annotated, extendable dataset for future research. data, code, leaderboard, and discussions are available at: https://hf.co/spaces/vipitis/shadermatch.} {benchmarking,code completion,fragment shaders,glsl,language models,opengl shading language} {benchmarking,code completion,fragment shaders,glsl,language models,opengl shading language}', 'evaluating language models for computer graphics code completion {evaluation benchmarks are essential for developing and training language models, providing both comparison and optimization targets. existing code completion benchmarks, often based on standalone python functions and unit tests, are overly simplistic, contaminated, and fail to reflect real-world scenarios. in this paper we present shadermatch, a novel benchmark for code completion in computer graphics programming. the benchmark is derived from real-world fragment shaders in opengl shading language (glsl) from the shadertoy platform, forming a zero-shot function completion task with 467 function headers and user-written comments as input. besides, we propose a two-step evaluation metric: static code comparison followed by frame rendering comparison. additionally, shadermatch introduces eight fine-grained labels for deeper insights. we evaluate over 20 open-source code-specific models and highlight notable performance outliers. results show that even top models fail to generate working code in 31% of cases, highlighting the challenge posed by glsl, a low-resource language rarely found in pretraining datasets. shadermatch provides a well-annotated, extendable dataset for future research. data, code, leaderboard, and discussions are available at: https://hf.co/spaces/vipitis/shadermatch.} {benchmarking,code completion,fragment shaders,glsl,language models,opengl shading language} {benchmarking,code completion,fragment shaders,glsl,language models,opengl shading language}']"
47,11,47_panel_mixed mode_labor_attitudes,"['panel', 'mixed mode', 'labor', 'attitudes', 'interviewer']","['the impact of survey mode design and questionnaire length on measurement quality {mixed-mode surveys are popular as they can save costs and maintain (or improve) response rates relative to single-mode surveys. nevertheless, it is not yet clear how design decisions like survey mode or questionnaire length impact measurement quality. in this study, we compare measurement quality in an experiment of three distinct survey designs implemented in the german sample of the european values study: a single-mode face-to-face design, a mixed-mode mail/web design, and a shorter (matrix) questionnaire in the mixed-mode design. we compare measurement quality in different ways, including differences in distributions across several data quality indicators as well as equivalence testing over 140 items in 25 attitudinal scales. we find similar data quality across the survey designs, although the mixed-mode survey shows more item nonresponse compared to the single-mode survey. using equivalence testing we find that most scales achieve metric equivalence and, to a lesser extent, scalar equivalence across the designs.} {data quality,matrix sampling,measurement invariance,mixed-mode survey,split questionnaire} {data quality,matrix sampling,measurement invariance,mixed-mode survey,split questionnaire}', 'effects of partner presence during the interview on survey responses: the example of questions concerning the division of household labor {despite the fact that third parties are present during a substantial amount of face-to-face interviews, bystander influence on respondents’ response behavior is not yet fully understood. we use nine waves of the german family panel pairfam and apply fixed effects panel regression models to analyze effects of third-party presence on items regarding the sharing of household tasks between partners. we find that both male and female respondents report doing a smaller share of household tasks when their partner is present during the interview as compared to when their partner is not present. similarly, if the respondent’s partner is present, both partners’ reports correspond more, so that they are less prone to resulting in unrealistically high sums. these results indicate that for items concerning household labor, partner presence does not compromise data quality but may in fact improve it.} {bystander effects,division of housework,division of labor,interview privacy,spouse presence,third-party presence} {bystander effects,division of housework,division of labor,interview privacy,spouse presence,third-party presence}', 'effects of partner presence during the interview on survey responses: the example of questions concerning the division of household labor {despite the fact that third parties are present during a substantial amount of face-to-face interviews, bystander influence on respondents’ response behavior is not yet fully understood. we use nine waves of the german family panel pairfam and apply fixed effects panel regression models to analyze effects of third-party presence on items regarding the sharing of household tasks between partners. we find that both male and female respondents report doing a smaller share of household tasks when their partner is present during the interview as compared to when their partner is not present. similarly, if the respondent’s partner is present, both partners’ reports correspond more, so that they are less prone to resulting in unrealistically high sums. these results indicate that for items concerning household labor, partner presence does not compromise data quality but may in fact improve it.} {bystander effects,division of housework,division of labor,interview privacy,spouse presence,third-party presence} {bystander effects,division of housework,division of labor,interview privacy,spouse presence,third-party presence}']"
48,11,48_profile_web tracking_germany_heterogeneous,"['profile', 'web tracking', 'germany', 'heterogeneous', 'health related']","['uncovering latent profiles of ict self-concept among adults in germany and their relation with gender {self-concept related to the use of information and communication technology (ict-sc) is reflected in how people feel and behave when confronted with digital technologies. although evidence from variable-centered analyses suggests a hierarchical and multidimensional structure of ict-sc in heterogeneous populations, it is not yet known whether different profiles of general ict-sc and specific ict-sc domains (communicate, process and store, generate content, safe application, solve problems) exist. this study aims to extend previous research using person-centered analyses and to examine whether different profiles of ict-sc can be identified in a heterogeneous adult population (18–69 years) from germany and how these profiles relate to gender. results of a latent profile analysis (german quota sample, n = 369) indicate a reliable three-profile solution. profile i (n = 48) is characterised by rather low ict-sc with relative profile strengths in the verbal-interactive domains (communicate, process and store). profile ii (n = 149) is characterised by low to average ict-sc across ict-sc domains. profile iii (n = 172) is characterised by high ict-sc with profile strengths in the technical-analytical domains (safe application, solve problems). gender did not correlate significantly with profile membership. we discuss the practical implications of the results for ict-sc interventions and suggest directions for future research.} {digcomp,gender differences,ict competence,ict self-concept,latent profile analysis} {digcomp,gender differences,ict competence,ict self-concept,latent profile analysis}', 'uncovering latent profiles of ict self-concept among adults in germany and their relation with gender {self-concept related to the use of information and communication technology (ict-sc) is reflected in how people feel and behave when confronted with digital technologies. although evidence from variable-centered analyses suggests a hierarchical and multidimensional structure of ict-sc in heterogeneous populations, it is not yet known whether different profiles of general ict-sc and specific ict-sc domains (communicate, process and store, generate content, safe application, solve problems) exist. this study aims to extend previous research using person-centered analyses and to examine whether different profiles of ict-sc can be identified in a heterogeneous adult population (18–69 years) from germany and how these profiles relate to gender. results of a latent profile analysis (german quota sample, n = 369) indicate a reliable three-profile solution. profile i (n = 48) is characterised by rather low ict-sc with relative profile strengths in the verbal-interactive domains (communicate, process and store). profile ii (n = 149) is characterised by low to average ict-sc across ict-sc domains. profile iii (n = 172) is characterised by high ict-sc with profile strengths in the technical-analytical domains (safe application, solve problems). gender did not correlate significantly with profile membership. we discuss the practical implications of the results for ict-sc interventions and suggest directions for future research.} {digcomp,gender differences,ict competence,ict self-concept,latent profile analysis} {digcomp,gender differences,ict competence,ict self-concept,latent profile analysis}', 'uncovering latent profiles of ict self-concept among adults in germany and their relation with gender {self-concept related to the use of information and communication technology (ict-sc) is reflected in how people feel and behave when confronted with digital technologies. although evidence from variable-centered analyses suggests a hierarchical and multidimensional structure of ict-sc in heterogeneous populations, it is not yet known whether different profiles of general ict-sc and specific ict-sc domains (communicate, process and store, generate content, safe application, solve problems) exist. this study aims to extend previous research using person-centered analyses and to examine whether different profiles of ict-sc can be identified in a heterogeneous adult population (18–69 years) from germany and how these profiles relate to gender. results of a latent profile analysis (german quota sample, n = 369) indicate a reliable three-profile solution. profile i (n = 48) is characterised by rather low ict-sc with relative profile strengths in the verbal-interactive domains (communicate, process and store). profile ii (n = 149) is characterised by low to average ict-sc across ict-sc domains. profile iii (n = 172) is characterised by high ict-sc with profile strengths in the technical-analytical domains (safe application, solve problems). gender did not correlate significantly with profile membership. we discuss the practical implications of the results for ict-sc interventions and suggest directions for future research.} {digcomp,gender differences,ict competence,ict self-concept,latent profile analysis} {digcomp,gender differences,ict competence,ict self-concept,latent profile analysis}']"
49,11,49_search engines_familiarity_political science_open science,"['search engines', 'familiarity', 'political science', 'open science', 'transformer']","['novelty in news search: a longitudinal study of the 2020 us elections {the 2020 us elections news coverage was extensive, with new pieces of information generated rapidly. this evolving scenario presented an opportunity to study the performance of search engines in a context in which they had to quickly process information as it was published. we analyze novelty, a measurement of new items that emerge in the top news search results, to compare the coverage and visibility of different topics. using virtual agents that simulate human web browsing behavior to collect search engine result pages, we conduct a longitudinal study of news results of five search engines collected in short bursts (every 21 minutes) from two regions (oregon, us and frankfurt, germany), starting on election day and lasting until one day after the announcement of biden as the winner. we find more new items emerging for election related queries (“joe biden,” “donald trump,” and “us elections”) compared to topical (e.g., “coronavirus”) or stable (e.g., “holocaust”) queries. we demonstrate that our method captures sudden changes in highly covered news topics as well as multiple differences across search engines and regions over time. we highlight novelty imbalances between candidate queries which affect their visibility during electoral periods, and conclude that, when it comes to news, search engines are responsible for such imbalances, either due to their algorithms or the set of news sources that they rely on.}', 'novelty in news search: a longitudinal study of the 2020 us elections {the 2020 us elections news coverage was extensive, with new pieces of information generated rapidly. this evolving scenario presented an opportunity to study the performance of search engines in a context in which they had to quickly process information as it was published. we analyze novelty, a measurement of new items that emerge in the top news search results, to compare the coverage and visibility of different topics. using virtual agents that simulate human web browsing behavior to collect search engine result pages, we conduct a longitudinal study of news results of five search engines collected in short bursts (every 21 minutes) from two regions (oregon, us and frankfurt, germany), starting on election day and lasting until one day after the announcement of biden as the winner. we find more new items emerging for election related queries (“joe biden,” “donald trump,” and “us elections”) compared to topical (e.g., “coronavirus”) or stable (e.g., “holocaust”) queries. we demonstrate that our method captures sudden changes in highly covered news topics as well as multiple differences across search engines and regions over time. we highlight novelty imbalances between candidate queries which affect their visibility during electoral periods, and conclude that, when it comes to news, search engines are responsible for such imbalances, either due to their algorithms or the set of news sources that they rely on.}', 'novelty in news search: a longitudinal study of the 2020 us elections {the 2020 us elections news coverage was extensive, with new pieces of information generated rapidly. this evolving scenario presented an opportunity to study the performance of search engines in a context in which they had to quickly process information as it was published. we analyze novelty, a measurement of new items that emerge in the top news search results, to compare the coverage and visibility of different topics. using virtual agents that simulate human web browsing behavior to collect search engine result pages, we conduct a longitudinal study of news results of five search engines collected in short bursts (every 21 minutes) from two regions (oregon, us and frankfurt, germany), starting on election day and lasting until one day after the announcement of biden as the winner. we find more new items emerging for election related queries (“joe biden,” “donald trump,” and “us elections”) compared to topical (e.g., “coronavirus”) or stable (e.g., “holocaust”) queries. we demonstrate that our method captures sudden changes in highly covered news topics as well as multiple differences across search engines and regions over time. we highlight novelty imbalances between candidate queries which affect their visibility during electoral periods, and conclude that, when it comes to news, search engines are responsible for such imbalances, either due to their algorithms or the set of news sources that they rely on.}']"
50,11,50_democratic_competition_socio economic_germany,"['democratic', 'competition', 'socio economic', 'germany', 'vignette experiment']","['lip service to liberal democracy in western europe? {political scientists heavily rely on standard survey questions referring to “democracy” when they study citizens’ attitudes toward (liberal) democracy. however, we only know little about the way in which citizens respond to these questions. this article focuses on two frequently highlighted issues: social desirability and the consistency between citizens’ understanding and researchers’ understanding of the term “democracy.” to address these issues, i collected novel survey data via yougov from 14,000 british, french, german, and italian respondents. i use a list experiment to show that respondents do not feel socially pressured to misreport their support for democracy. however, what citizens have in mind when they claim to support democracy only reflects norms and institutions of minimal conceptions of democracy. overall, this encourages the usage of questions regarding citizens’ support for democracy widely, although this should not be interpreted as the support for anything going beyond minimal conceptions of democracy (providing freedom and allowing for citizens’ influence on political decisions).} {liberal democracy,list experiment,support for democracy,topic models,understandings of democracy} {liberal democracy,list experiment,support for democracy,topic models,understandings of democracy}', 'party competition over democracy: democracy as electoral issue in germany {elected leaders increasingly undermine liberal democratic institutions with the support of their voters, openly challenging liberal democratic institutions in election campaigns. however, political scientists thus far have lacked the theoretical and empirical tools to study the role of elections in democratic backsliding. this article theorizes the degree to which democracy in general and liberal democracy more specifically can and should be conceptualized as valence and positional issues in multiparty electoral competitions of established liberal democracies. by investigating how german citizens and parties of the postwar period spoke about democracy per se and liberal democracy in their regional and national election manifestos, this article shows that democracy per se and liberal democracy, in particular, have been issues of different qualities in german postwar elections. while parties have used references to democracy in general as a mixed issue, showing both signs of valence and positional issues, parties’ emphasis on liberal democracy is shaped by a positional logic. social and direct democracy have also been positional issues. studying democracy and its various conceptions as electoral issues will help us address many important questions concerning the stability of democracies, shifting researchers’ focus to the competition of parties over citizens’ support for reforms that undermine or stabilize liberal democracy.} {direct democracy,germany,liberal democracy,party competition,positional issues,social democracy,valence issues} {direct democracy,germany,liberal democracy,party competition,positional issues,social democracy,valence issues}', 'party competition over democracy: democracy as electoral issue in germany {elected leaders increasingly undermine liberal democratic institutions with the support of their voters, openly challenging liberal democratic institutions in election campaigns. however, political scientists thus far have lacked the theoretical and empirical tools to study the role of elections in democratic backsliding. this article theorizes the degree to which democracy in general and liberal democracy more specifically can and should be conceptualized as valence and positional issues in multiparty electoral competitions of established liberal democracies. by investigating how german citizens and parties of the postwar period spoke about democracy per se and liberal democracy in their regional and national election manifestos, this article shows that democracy per se and liberal democracy, in particular, have been issues of different qualities in german postwar elections. while parties have used references to democracy in general as a mixed issue, showing both signs of valence and positional issues, parties’ emphasis on liberal democracy is shaped by a positional logic. social and direct democracy have also been positional issues. studying democracy and its various conceptions as electoral issues will help us address many important questions concerning the stability of democracies, shifting researchers’ focus to the competition of parties over citizens’ support for reforms that undermine or stabilize liberal democracy.} {direct democracy,germany,liberal democracy,party competition,positional issues,social democracy,valence issues} {direct democracy,germany,liberal democracy,party competition,positional issues,social democracy,valence issues}']"
51,11,51_tweets_polarization_argument mining_network,"['tweets', 'polarization', 'argument mining', 'network', 'classifier']","[""taco - twitter arguments from conversations {twitter has emerged as a global hub for engaging in online conversations and as a research corpus for various disciplines that have recognized the significance of its user-generated content. argument mining is an important analytical task for processing and understanding online discourse. specifically, it aims to identify the structural elements of arguments, denoted as information and inference. these elements, however, are not static and may require context within the conversation they are in, yet there is a lack of data and annotation frameworks addressing this dynamic aspect on twitter. we contribute taco, the first dataset of twitter arguments utilizing 1,814 tweets covering 200 entire conversations spanning six heterogeneous topics annotated with an agreement of 0.718 krippendorff's α among six experts. second, we provide our annotation framework, incorporating definitions from the cambridge dictionary, to define and identify argument components on twitter. our transformer-based classifier achieves an 85.06% macro f1 baseline score in detecting arguments. moreover, our data reveals that twitter users tend to engage in discussions involving informed inferences and information. taco serves multiple purposes, such as training tweet classifiers to manage tweets based on inference and information elements, while also providing valuable insights into the conversational reply patterns of tweets.} {argument mining,inference,information extraction,resource,twitter conversations} {argument mining,inference,information extraction,resource,twitter conversations}"", ""taco - twitter arguments from conversations {twitter has emerged as a global hub for engaging in online conversations and as a research corpus for various disciplines that have recognized the significance of its user-generated content. argument mining is an important analytical task for processing and understanding online discourse. specifically, it aims to identify the structural elements of arguments, denoted as information and inference. these elements, however, are not static and may require context within the conversation they are in, yet there is a lack of data and annotation frameworks addressing this dynamic aspect on twitter. we contribute taco, the first dataset of twitter arguments utilizing 1,814 tweets covering 200 entire conversations spanning six heterogeneous topics annotated with an agreement of 0.718 krippendorff's α among six experts. second, we provide our annotation framework, incorporating definitions from the cambridge dictionary, to define and identify argument components on twitter. our transformer-based classifier achieves an 85.06% macro f1 baseline score in detecting arguments. moreover, our data reveals that twitter users tend to engage in discussions involving informed inferences and information. taco serves multiple purposes, such as training tweet classifiers to manage tweets based on inference and information elements, while also providing valuable insights into the conversational reply patterns of tweets.} {argument mining,inference,information extraction,resource,twitter conversations} {argument mining,inference,information extraction,resource,twitter conversations}"", ""taco - twitter arguments from conversations {twitter has emerged as a global hub for engaging in online conversations and as a research corpus for various disciplines that have recognized the significance of its user-generated content. argument mining is an important analytical task for processing and understanding online discourse. specifically, it aims to identify the structural elements of arguments, denoted as information and inference. these elements, however, are not static and may require context within the conversation they are in, yet there is a lack of data and annotation frameworks addressing this dynamic aspect on twitter. we contribute taco, the first dataset of twitter arguments utilizing 1,814 tweets covering 200 entire conversations spanning six heterogeneous topics annotated with an agreement of 0.718 krippendorff's α among six experts. second, we provide our annotation framework, incorporating definitions from the cambridge dictionary, to define and identify argument components on twitter. our transformer-based classifier achieves an 85.06% macro f1 baseline score in detecting arguments. moreover, our data reveals that twitter users tend to engage in discussions involving informed inferences and information. taco serves multiple purposes, such as training tweet classifiers to manage tweets based on inference and information elements, while also providing valuable insights into the conversational reply patterns of tweets.} {argument mining,inference,information extraction,resource,twitter conversations} {argument mining,inference,information extraction,resource,twitter conversations}""]"
